time_ms,lead_ii_mv
1008.0,0.0518
1012.0,0.0525
1016.0,0.0534
1020.0,0.0545
1024.0,0.0559
1028.0,0.0578
1032.0,0.06
1036.0,0.0629
1040.0,0.0663
1044.0,0.0705
1048.0,0.0755
1052.0,0.0815
1056.0,0.0884
1060.0,0.0963
1064.0,0.1054
1068.0,0.1156
1072.0,0.1268
1076.0,0.1391
1080.0,0.1524
1084.0,0.1664
1088.0,0.1811
1092.0,0.1961
1096.0,0.2112
1100.0,0.226
1104.0,0.2404
1108.0,0.2539
1112.0,0.2661
1116.0,0.2768
1120.0,0.2856
1124.0,0.2923
1128.0,0.2968
1132.0,0.2988
1136.0,0.2983
1140.0,0.2953
1144.0,0.29
1148.0,0.2824
1152.0,0.2728
1156.0,0.2614
1160.0,0.2486
1164.0,0.2347
1168.0,0.22
1172.0,0.2049
1176.0,0.1896
1180.0,0.1746
1184.0,0.16
1188.0,0.1461
1192.0,0.133
1196.0,0.1209
1200.0,0.1099
1204.0,0.1
1208.0,0.0911
1212.0,0.0834
1216.0,0.0767
1220.0,0.071
1224.0,0.0661
1228.0,0.062
1232.0,0.0586
1236.0,0.0559
1240.0,0.0536
1244.0,0.0518
1248.0,0.0504
1252.0,0.0492
1256.0,0.0483
1260.0,0.0475
1264.0,0.047
1268.0,0.0465
1272.0,0.0461
1276.0,0.0458
1280.0,0.0455
1284.0,0.0453
1288.0,0.0451
1292.0,0.0449
1296.0,0.0448
1300.0,0.0446
1304.0,0.0444
1308.0,0.0443
1312.0,0.0441
1316.0,0.044
1320.0,0.0438
1324.0,0.0437
1328.0,0.0435
1332.0,0.0434
1336.0,0.0432
1340.0,0.043
1344.0,0.0429
1348.0,0.0427
1352.0,0.0425
1356.0,0.0424
1360.0,0.0422
1364.0,0.042
1368.0,0.0419
1372.0,0.0417
1376.0,0.0415
1380.0,0.0414
1384.0,0.0412
1388.0,0.041
1392.0,0.0408
1396.0,0.0406
1400.0,0.0405
1404.0,0.0403
1408.0,0.0401
1412.0,0.0399
1416.0,0.0397
1420.0,0.0395
1424.0,0.0393
1428.0,0.0391
1432.0,0.0389
1436.0,0.0387
1440.0,0.0385
1444.0,0.0383
1448.0,0.0381
1452.0,0.0379
1456.0,0.0377
1460.0,0.0375
1464.0,0.0373
1468.0,0.0371
1472.0,0.0369
1476.0,0.0367
1480.0,0.0364
1484.0,0.0362
1488.0,0.036
1492.0,0.0358
1496.0,0.0356
1500.0,0.0354
1504.0,0.0351
1508.0,0.0349
1512.0,0.0347
1516.0,0.0345
1520.0,0.0342
1524.0,0.034
1528.0,0.0338
1532.0,0.0335
1536.0,0.0333
1540.0,0.0331
1544.0,0.0328
1548.0,0.0326
1552.0,0.0324
1556.0,0.0321
1560.0,0.0319
1564.0,0.0316
1568.0,0.0314
1572.0,0.0311
1576.0,0.0309
1580.0,0.0306
1584.0,0.0304
1588.0,0.0301
1592.0,0.0299
1596.0,0.0296
1600.0,0.0294
1604.0,0.0291
1608.0,0.0289
1612.0,0.0286
1616.0,0.0284
1620.0,0.0281
1624.0,0.0278
1628.0,0.0276
1632.0,0.0273
1636.0,0.0271
1640.0,0.0268
1644.0,0.0265
1648.0,0.0263
1652.0,0.026
1656.0,0.0257
1660.0,0.0255
1664.0,0.0252
1668.0,-0.0426
1672.0,0.1471
1676.0,0.473
1680.0,0.8594
1684.0,1.1567
1688.0,1.2067
1692.0,0.9841
1696.0,0.6306
1700.0,0.3219
1704.0,0.1372
1708.0,0.0564
1712.0,0.0298
1716.0,0.023
1720.0,0.0215
1724.0,0.021
1728.0,0.0207
1732.0,0.0204
1736.0,0.0201
1740.0,0.0199
1744.0,0.0196
1748.0,0.0193
1752.0,0.019
1756.0,0.0187
1760.0,0.0184
1764.0,0.0181
1768.0,0.0178
1772.0,0.0175
1776.0,0.0172
1780.0,0.0169
1784.0,0.0166
1788.0,0.0164
1792.0,0.0161
1796.0,0.0158
1800.0,0.0155
1804.0,0.0152
1808.0,0.0149
1812.0,0.0147
1816.0,0.0145
1820.0,0.0143
1824.0,0.0141
1828.0,0.014
1832.0,0.0139
1836.0,0.0139
1840.0,0.0141
1844.0,0.0144
1848.0,0.0149
1852.0,0.0156
1856.0,0.0167
1860.0,0.018
1864.0,0.0199
1868.0,0.0222
1872.0,0.0252
1876.0,0.0288
1880.0,0.0333
1884.0,0.0386
1888.0,0.0449
1892.0,0.0522
1896.0,0.0606
1900.0,0.0702
1904.0,0.0808
1908.0,0.0925
1912.0,0.1051
1916.0,0.1187
1920.0,0.1329
1924.0,0.1475
1928.0,0.1623
1932.0,0.1771
1936.0,0.1914
1940.0,0.2049
1944.0,0.2173
1948.0,0.2283
1952.0,0.2375
1956.0,0.2447
1960.0,0.2497
1964.0,0.2523
1968.0,0.2524
1972.0,0.25
1976.0,0.2452
1980.0,0.2381
1984.0,0.2289
1988.0,0.2178
1992.0,0.2052
1996.0,0.1914
2000.0,0.1767
2004.0,0.1614
2008.0,0.146
2012.0,0.1306
2016.0,0.1156
2020.0,0.1012
2024.0,0.0876
2028.0,0.075
2032.0,0.0634
2036.0,0.0528
2040.0,0.0434
2044.0,0.0351
2048.0,0.0279
2052.0,0.0216
2056.0,0.0163
2060.0,0.0117
2064.0,0.0079
2068.0,0.0048
2072.0,0.0022
2076.0,0.0
2080.0,-0.0018
2084.0,-0.0032
2088.0,-0.0044
2092.0,-0.0054
2096.0,-0.0062
2100.0,-0.0069
2104.0,-0.0074
2108.0,-0.008
2112.0,-0.0084
2116.0,-0.0088
2120.0,-0.0092
2124.0,-0.0096
2128.0,-0.0099
2132.0,-0.0102
2136.0,-0.0106
2140.0,-0.0109
2144.0,-0.0112
2148.0,-0.0115
2152.0,-0.0118
2156.0,-0.0121
2160.0,-0.0124
2164.0,-0.0127
2168.0,-0.013
2172.0,-0.0133
2176.0,-0.0136
2180.0,-0.0139
2184.0,-0.0143
2188.0,-0.0146
2192.0,-0.0149
2196.0,-0.0152
2200.0,-0.0155
2204.0,-0.0157
2208.0,-0.016
2212.0,-0.0163
2216.0,-0.0166
2220.0,-0.0169
2224.0,-0.0172
2228.0,-0.0175
2232.0,-0.0178
2236.0,-0.0181
2240.0,-0.0184
2244.0,-0.0187
2248.0,-0.019
2252.0,-0.0193
2256.0,-0.0196
2260.0,-0.0199
2264.0,-0.0201
2268.0,-0.0204
2272.0,-0.0207
2276.0,-0.021
2280.0,-0.0213
2284.0,-0.0216
2288.0,-0.0219
2292.0,-0.0221
2296.0,-0.0224
2300.0,-0.0227
2304.0,-0.023
2308.0,-0.0233
2312.0,-0.0235
2316.0,-0.0238
2320.0,-0.0241
2324.0,-0.0244
2328.0,-0.0246
2332.0,-0.0249
2336.0,-0.0252
2340.0,-0.0255
2344.0,-0.0257
2348.0,-0.026
2352.0,-0.0263
2356.0,-0.0265
2360.0,-0.0268
2364.0,-0.0271
2368.0,-0.0273
2372.0,-0.0276
2376.0,-0.0278
2380.0,-0.0281
2384.0,-0.0284
2388.0,-0.0286
2392.0,-0.0289
2396.0,-0.0291
2400.0,-0.0294
2404.0,-0.0296
2408.0,-0.0299
2412.0,-0.0301
2416.0,-0.0304
2420.0,-0.0306
2424.0,-0.0309
2428.0,-0.0311
2432.0,-0.0314
2436.0,-0.0316
2440.0,-0.0319
2444.0,-0.0321
2448.0,-0.0324
2452.0,-0.0326
2456.0,-0.0328
2460.0,-0.0331
2464.0,-0.0333
2468.0,-0.0335
2472.0,-0.0338
2476.0,-0.034
2480.0,-0.0342
2484.0,-0.0345
2488.0,-0.0347
2492.0,-0.0349
2496.0,-0.0351
2500.0,-0.0354
2504.0,0.0067
2508.0,0.2921
2512.0,0.6715
2516.0,1.0185
2520.0,1.163
2524.0,1.0223
2528.0,0.691
2532.0,0.3525
2536.0,0.1251
2540.0,0.0152
2544.0,-0.0244
2548.0,-0.0353
2552.0,-0.0377
2556.0,-0.0383
2560.0,-0.0385
2564.0,-0.0387
2568.0,-0.0389
2572.0,-0.0391
2576.0,-0.0393
2580.0,-0.0395
2584.0,-0.0397
2588.0,-0.0399
2592.0,-0.0401
2596.0,-0.0403
2600.0,-0.0404
2604.0,-0.0406
2608.0,-0.0408
2612.0,-0.041
2616.0,-0.0412
2620.0,-0.0413
2624.0,-0.0415
2628.0,-0.0417
2632.0,-0.0418
2636.0,-0.042
2640.0,-0.0421
2644.0,-0.0423
2648.0,-0.0424
2652.0,-0.0424
2656.0,-0.0425
2660.0,-0.0425
2664.0,-0.0424
2668.0,-0.0423
2672.0,-0.042
2676.0,-0.0416
2680.0,-0.041
2684.0,-0.0402
2688.0,-0.0392
2692.0,-0.0377
2696.0,-0.0359
2700.0,-0.0336
2704.0,-0.0307
2708.0,-0.0271
2712.0,-0.0227
2716.0,-0.0175
2720.0,-0.0114
2724.0,-0.0043
2728.0,0.004
2732.0,0.0133
2736.0,0.0237
2740.0,0.0353
2744.0,0.0478
2748.0,0.0613
2752.0,0.0754
2756.0,0.0901
2760.0,0.1051
2764.0,0.1201
2768.0,0.1348
2772.0,0.1488
2776.0,0.1619
2780.0,0.1736
2784.0,0.1836
2788.0,0.1917
2792.0,0.1977
2796.0,0.2013
2800.0,0.2024
2804.0,0.2011
2808.0,0.1973
2812.0,0.1912
2816.0,0.1829
2820.0,0.1726
2824.0,0.1607
2828.0,0.1475
2832.0,0.1333
2836.0,0.1184
2840.0,0.1032
2844.0,0.088
2848.0,0.0731
2852.0,0.0587
2856.0,0.0451
2860.0,0.0324
2864.0,0.0206
2868.0,0.01
2872.0,0.0005
2876.0,-0.0079
2880.0,-0.0153
2884.0,-0.0216
2888.0,-0.027
2892.0,-0.0315
2896.0,-0.0353
2900.0,-0.0384
2904.0,-0.0409
2908.0,-0.0429
2912.0,-0.0446
2916.0,-0.0458
2920.0,-0.0468
2924.0,-0.0476
2928.0,-0.0482
2932.0,-0.0486
2936.0,-0.049
2940.0,-0.0492
2944.0,-0.0494
2948.0,-0.0496
2952.0,-0.0497
2956.0,-0.0498
2960.0,-0.0498
2964.0,-0.0499
2968.0,-0.0499
2972.0,-0.0499
2976.0,-0.0499
2980.0,-0.05
2984.0,-0.05
2988.0,-0.05
2992.0,-0.05
2996.0,-0.05
3000.0,-0.05
3004.0,-0.05
3008.0,-0.05
3012.0,-0.05
3016.0,-0.05
3020.0,-0.05
3024.0,-0.05
3028.0,-0.05
3032.0,-0.0499
3036.0,-0.0499
3040.0,-0.0499
3044.0,-0.0499
3048.0,-0.0499
3052.0,-0.0498
3056.0,-0.0498
3060.0,-0.0498
3064.0,-0.0497
3068.0,-0.0497
3072.0,-0.0497
3076.0,-0.0496
3080.0,-0.0496
3084.0,-0.0496
3088.0,-0.0495
3092.0,-0.0495
3096.0,-0.0494
3100.0,-0.0494
3104.0,-0.0493
3108.0,-0.0493
3112.0,-0.0492
3116.0,-0.0492
3120.0,-0.0491
3124.0,-0.0491
3128.0,-0.049
3132.0,-0.0489
3136.0,-0.0489
3140.0,-0.0488
3144.0,-0.0487
3148.0,-0.0487
3152.0,-0.0486
3156.0,-0.0485
3160.0,-0.0484
3164.0,-0.0484
3168.0,-0.0483
3172.0,-0.0482
3176.0,-0.0481
3180.0,-0.048
3184.0,-0.0479
3188.0,-0.0478
3192.0,-0.0477
3196.0,-0.0476
3200.0,-0.0476
3204.0,-0.0475
3208.0,-0.0474
3212.0,-0.0473
3216.0,-0.0471
3220.0,-0.047
3224.0,-0.0469
3228.0,-0.0468
3232.0,-0.0467
3236.0,-0.0466
3240.0,-0.0465
3244.0,-0.0464
3248.0,-0.0463
3252.0,-0.0461
3256.0,-0.046
3260.0,-0.0459
3264.0,-0.0458
3268.0,-0.0456
3272.0,-0.0455
3276.0,-0.0454
3280.0,-0.0452
3284.0,-0.0451
3288.0,-0.045
3292.0,-0.0448
3296.0,-0.0447
3300.0,-0.0446
3304.0,-0.0444
3308.0,-0.0443
3312.0,-0.0441
3316.0,-0.044
3320.0,-0.0438
3324.0,-0.0437
3328.0,-0.0435
3332.0,-0.0434
3336.0,-0.0643
3340.0,0.1753
3344.0,0.5338
3348.0,0.9106
3352.0,1.1397
3356.0,1.0926
3360.0,0.8058
3364.0,0.4513
3368.0,0.1816
3372.0,0.0372
3376.0,-0.0199
3380.0,-0.0367
3384.0,-0.0404
3388.0,-0.0409
3392.0,-0.0408
3396.0,-0.0406
3400.0,-0.0405
3404.0,-0.0403
3408.0,-0.0401
3412.0,-0.0399
3416.0,-0.0397
3420.0,-0.0395
3424.0,-0.0393
3428.0,-0.0391
3432.0,-0.0389
3436.0,-0.0387
3440.0,-0.0385
3444.0,-0.0383
3448.0,-0.0381
3452.0,-0.0379
3456.0,-0.0377
3460.0,-0.0375
3464.0,-0.0373
3468.0,-0.037
3472.0,-0.0368
3476.0,-0.0366
3480.0,-0.0363
3484.0,-0.036
3488.0,-0.0357
3492.0,-0.0353
3496.0,-0.0349
3500.0,-0.0344
3504.0,-0.0338
3508.0,-0.0331
3512.0,-0.0322
3516.0,-0.0311
3520.0,-0.0297
3524.0,-0.028
3528.0,-0.026
3532.0,-0.0234
3536.0,-0.0204
3540.0,-0.0166
3544.0,-0.0122
3548.0,-0.0069
3552.0,-0.0007
3556.0,0.0065
3560.0,0.0147
3564.0,0.024
3568.0,0.0345
3572.0,0.046
3576.0,0.0586
3580.0,0.0721
3584.0,0.0865
3588.0,0.1014
3592.0,0.1167
3596.0,0.1321
3600.0,0.1473
3604.0,0.1619
3608.0,0.1757
3612.0,0.1882
3616.0,0.1992
3620.0,0.2084
3624.0,0.2154
3628.0,0.2202
3632.0,0.2225
3636.0,0.2224
3640.0,0.2198
3644.0,0.2147
3648.0,0.2075
3652.0,0.1982
3656.0,0.1872
3660.0,0.1747
3664.0,0.1612
3668.0,0.1468
3672.0,0.132
3676.0,0.1172
3680.0,0.1025
3684.0,0.0883
3688.0,0.0747
3692.0,0.062
3696.0,0.0503
3700.0,0.0396
3704.0,0.0301
3708.0,0.0216
3712.0,0.0143
3716.0,0.008
3720.0,0.0026
3724.0,-0.0018
3728.0,-0.0055
3732.0,-0.0085
3736.0,-0.0109
3740.0,-0.0127
3744.0,-0.0141
3748.0,-0.0152
3752.0,-0.0159
3756.0,-0.0164
3760.0,-0.0167
3764.0,-0.0169
3768.0,-0.017
3772.0,-0.0169
3776.0,-0.0168
3780.0,-0.0166
3784.0,-0.0164
3788.0,-0.0162
3792.0,-0.016
3796.0,-0.0157
3800.0,-0.0154
3804.0,-0.0151
3808.0,-0.0148
3812.0,-0.0145
3816.0,-0.0142
3820.0,-0.0139
3824.0,-0.0136
3828.0,-0.0133
3832.0,-0.013
3836.0,-0.0127
3840.0,-0.0124
3844.0,-0.0121
3848.0,-0.0118
3852.0,-0.0115
3856.0,-0.0112
3860.0,-0.0109
3864.0,-0.0106
3868.0,-0.0103
3872.0,-0.01
3876.0,-0.0097
3880.0,-0.0094
3884.0,-0.0091
3888.0,-0.0088
3892.0,-0.0084
3896.0,-0.0081
3900.0,-0.0078
3904.0,-0.0075
3908.0,-0.0072
3912.0,-0.0069
3916.0,-0.0066
3920.0,-0.0063
3924.0,-0.006
3928.0,-0.0056
3932.0,-0.0053
3936.0,-0.005
3940.0,-0.0047
3944.0,-0.0044
3948.0,-0.0041
3952.0,-0.0038
3956.0,-0.0035
3960.0,-0.0031
3964.0,-0.0028
3968.0,-0.0025
3972.0,-0.0022
3976.0,-0.0019
3980.0,-0.0016
3984.0,-0.0013
3988.0,-0.0009
3992.0,-0.0006
3996.0,-0.0003
4000.0,-0.0
4004.0,0.0003
4008.0,0.0006
4012.0,0.0009
4016.0,0.0013
4020.0,0.0016
4024.0,0.0019
4028.0,0.0022
4032.0,0.0025
4036.0,0.0028
4040.0,0.0031
4044.0,0.0035
4048.0,0.0038
4052.0,0.0041
4056.0,0.0044
4060.0,0.0047
4064.0,0.005
4068.0,0.0053
4072.0,0.0056
4076.0,0.006
4080.0,0.0063
4084.0,0.0066
4088.0,0.0069
4092.0,0.0072
4096.0,0.0075
4100.0,0.0078
4104.0,0.0081
4108.0,0.0084
4112.0,0.0088
4116.0,0.0091
4120.0,0.0094
4124.0,0.0097
4128.0,0.01
4132.0,0.0103
4136.0,0.0106
4140.0,0.0109
4144.0,0.0112
4148.0,0.0115
4152.0,0.0118
4156.0,0.0121
4160.0,0.0124
4164.0,0.0127
4168.0,-0.0544
4172.0,0.1358
4176.0,0.4622
4180.0,0.8492
4184.0,1.1471
4188.0,1.1977
4192.0,0.9757
4196.0,0.6228
4200.0,0.3147
4204.0,0.1305
4208.0,0.0503
4212.0,0.0243
4216.0,0.0181
4220.0,0.0171
4224.0,0.0173
4228.0,0.0175
4232.0,0.0178
4236.0,0.0181
4240.0,0.0184
4244.0,0.0187
4248.0,0.019
4252.0,0.0193
4256.0,0.0196
4260.0,0.0199
4264.0,0.0201
4268.0,0.0204
4272.0,0.0207
4276.0,0.021
4280.0,0.0213
4284.0,0.0216
4288.0,0.0219
4292.0,0.0222
4296.0,0.0224
4300.0,0.0227
4304.0,0.023
4308.0,0.0234
4312.0,0.0237
4316.0,0.024
4320.0,0.0244
4324.0,0.0248
4328.0,0.0253
4332.0,0.0258
4336.0,0.0264
4340.0,0.0271
4344.0,0.028
4348.0,0.0291
4352.0,0.0304
4356.0,0.032
4360.0,0.0339
4364.0,0.0363
4368.0,0.0393
4372.0,0.0428
4376.0,0.047
4380.0,0.052
4384.0,0.0579
4388.0,0.0648
4392.0,0.0727
4396.0,0.0816
4400.0,0.0917
4404.0,0.1029
4408.0,0.1152
4412.0,0.1284
4416.0,0.1425
4420.0,0.1572
4424.0,0.1724
4428.0,0.1878
4432.0,0.2031
4436.0,0.218
4440.0,0.2321
4444.0,0.245
4448.0,0.2566
4452.0,0.2663
4456.0,0.2741
4460.0,0.2796
4464.0,0.2827
4468.0,0.2834
4472.0,0.2816
4476.0,0.2773
4480.0,0.2707
4484.0,0.2621
4488.0,0.2515
4492.0,0.2395
4496.0,0.2262
4500.0,0.212
4504.0,0.1973
4508.0,0.1824
4512.0,0.1675
4516.0,0.1531
4520.0,0.1392
4524.0,0.1262
4528.0,0.114
4532.0,0.1029
4536.0,0.093
4540.0,0.0841
4544.0,0.0763
4548.0,0.0696
4552.0,0.0638
4556.0,0.059
4560.0,0.055
4564.0,0.0517
4568.0,0.049
4572.0,0.0469
4576.0,0.0453
4580.0,0.044
4584.0,0.0431
4588.0,0.0424
4592.0,0.0419
4596.0,0.0416
4600.0,0.0414
4604.0,0.0413
4608.0,0.0413
4612.0,0.0413
4616.0,0.0414
4620.0,0.0415
4624.0,0.0416
4628.0,0.0418
4632.0,0.0419
4636.0,0.0421
4640.0,0.0422
4644.0,0.0424
4648.0,0.0426
4652.0,0.0427
4656.0,0.0429
4660.0,0.043
4664.0,0.0432
4668.0,0.0434
4672.0,0.0435
4676.0,0.0437
4680.0,0.0438
4684.0,0.044
4688.0,0.0441
4692.0,0.0443
4696.0,0.0444
4700.0,0.0446
4704.0,0.0447
4708.0,0.0448
4712.0,0.045
4716.0,0.0451
4720.0,0.0452
4724.0,0.0454
4728.0,0.0455
4732.0,0.0456
4736.0,0.0458
4740.0,0.0459
4744.0,0.046
4748.0,0.0461
4752.0,0.0463
4756.0,0.0464
4760.0,0.0465
4764.0,0.0466
4768.0,0.0467
4772.0,0.0468
4776.0,0.0469
4780.0,0.047
4784.0,0.0471
4788.0,0.0473
4792.0,0.0474
4796.0,0.0475
4800.0,0.0476
4804.0,0.0476
4808.0,0.0477
4812.0,0.0478
4816.0,0.0479
4820.0,0.048
4824.0,0.0481
4828.0,0.0482
4832.0,0.0483
4836.0,0.0484
4840.0,0.0484
4844.0,0.0485
4848.0,0.0486
4852.0,0.0487
4856.0,0.0487
4860.0,0.0488
4864.0,0.0489
4868.0,0.0489
4872.0,0.049
4876.0,0.0491
4880.0,0.0491
4884.0,0.0492
4888.0,0.0492
4892.0,0.0493
4896.0,0.0493
4900.0,0.0494
4904.0,0.0494
4908.0,0.0495
4912.0,0.0495
4916.0,0.0496
4920.0,0.0496
4924.0,0.0496
4928.0,0.0497
4932.0,0.0497
4936.0,0.0497
4940.0,0.0498
4944.0,0.0498
4948.0,0.0498
4952.0,0.0499
4956.0,0.0499
4960.0,0.0499
4964.0,0.0499
4968.0,0.0499
4972.0,0.05
4976.0,0.05
4980.0,0.05
4984.0,0.05
4988.0,0.05
4992.0,0.05
4996.0,0.05
5000.0,0.05
5004.0,0.0923
5008.0,0.3779
5012.0,0.7575
5016.0,1.1047
5020.0,1.2494
5024.0,1.1089
5028.0,0.7778
5032.0,0.4395
5036.0,0.2123
5040.0,0.1026
5044.0,0.0632
5048.0,0.0525
5052.0,0.0502
5056.0,0.0499
5060.0,0.0498
5064.0,0.0497
5068.0,0.0497
5072.0,0.0497
5076.0,0.0496
5080.0,0.0496
5084.0,0.0496
5088.0,0.0495
5092.0,0.0495
5096.0,0.0494
5100.0,0.0494
5104.0,0.0493
5108.0,0.0493
5112.0,0.0492
5116.0,0.0492
5120.0,0.0491
5124.0,0.0491
5128.0,0.049
5132.0,0.049
5136.0,0.0489
5140.0,0.0489
5144.0,0.0489
5148.0,0.0488
5152.0,0.0488
5156.0,0.0489
5160.0,0.049
5164.0,0.0491
5168.0,0.0493
5172.0,0.0497
5176.0,0.0501
5180.0,0.0508
5184.0,0.0517
5188.0,0.0528
5192.0,0.0543
5196.0,0.0562
5200.0,0.0585
5204.0,0.0615
5208.0,0.0651
5212.0,0.0695
5216.0,0.0747
5220.0,0.0809
5224.0,0.0881
5228.0,0.0963
5232.0,0.1057
5236.0,0.1161
5240.0,0.1277
5244.0,0.1402
5248.0,0.1536
5252.0,0.1678
5256.0,0.1825
5260.0,0.1975
5264.0,0.2125
5268.0,0.2272
5272.0,0.2412
5276.0,0.2542
5280.0,0.2659
5284.0,0.2759
5288.0,0.284
5292.0,0.2899
5296.0,0.2934
5300.0,0.2946
5304.0,0.2932
5308.0,0.2893
5312.0,0.2831
5316.0,0.2747
5320.0,0.2644
5324.0,0.2525
5328.0,0.2392
5332.0,0.2249
5336.0,0.2099
5340.0,0.1947
5344.0,0.1794
5348.0,0.1644
5352.0,0.1499
5356.0,0.1362
5360.0,0.1234
5364.0,0.1116
5368.0,0.1008
5372.0,0.0912
5376.0,0.0826
5380.0,0.0752
5384.0,0.0687
5388.0,0.0632
5392.0,0.0586
5396.0,0.0547
5400.0,0.0514
5404.0,0.0488
5408.0,0.0466
5412.0,0.0448
5416.0,0.0434
5420.0,0.0423
5424.0,0.0414
5428.0,0.0406
5432.0,0.04
5436.0,0.0395
5440.0,0.0391
5444.0,0.0387
5448.0,0.0384
5452.0,0.0381
5456.0,0.0378
5460.0,0.0376
5464.0,0.0374
5468.0,0.0371
5472.0,0.0369
5476.0,0.0367
5480.0,0.0365
5484.0,0.0362
5488.0,0.036
5492.0,0.0358
5496.0,0.0356
5500.0,0.0354
5504.0,0.0351
5508.0,0.0349
5512.0,0.0347
5516.0,0.0345
5520.0,0.0342
5524.0,0.034
5528.0,0.0338
5532.0,0.0335
5536.0,0.0333
5540.0,0.0331
5544.0,0.0328
5548.0,0.0326
5552.0,0.0324
5556.0,0.0321
5560.0,0.0319
5564.0,0.0316
5568.0,0.0314
5572.0,0.0311
5576.0,0.0309
5580.0,0.0306
5584.0,0.0304
5588.0,0.0301
