time_ms,lead_ii_mv
1012.0,0.7575
1016.0,1.1047
1020.0,1.2494
1024.0,1.1089
1028.0,0.7778
1032.0,0.4395
1036.0,0.2123
1040.0,0.1026
1044.0,0.0632
1048.0,0.0525
1052.0,0.0502
1056.0,0.0499
1060.0,0.0498
1064.0,0.0497
1068.0,0.0497
1072.0,0.0497
1076.0,0.0496
1080.0,0.0496
1084.0,0.0496
1088.0,0.0495
1092.0,0.0495
1096.0,0.0494
1100.0,0.0494
1104.0,0.0493
1108.0,0.0493
1112.0,0.0492
1116.0,0.0492
1120.0,0.0491
1124.0,0.0491
1128.0,0.049
1132.0,0.049
1136.0,0.0489
1140.0,0.0489
1144.0,0.0489
1148.0,0.0488
1152.0,0.0488
1156.0,0.0489
1160.0,0.049
1164.0,0.0491
1168.0,0.0493
1172.0,0.0497
1176.0,0.0501
1180.0,0.0508
1184.0,0.0517
1188.0,0.0528
1192.0,0.0543
1196.0,0.0562
1200.0,0.0585
1204.0,0.0615
1208.0,0.0651
1212.0,0.0695
1216.0,0.0747
1220.0,0.0809
1224.0,0.0881
1228.0,0.0963
1232.0,0.1057
1236.0,0.1161
1240.0,0.1277
1244.0,0.1402
1248.0,0.1536
1252.0,0.1678
1256.0,0.1825
1260.0,0.1975
1264.0,0.2125
1268.0,0.2272
1272.0,0.2412
1276.0,0.2542
1280.0,0.2659
1284.0,0.2759
1288.0,0.284
1292.0,0.2899
1296.0,0.2934
1300.0,0.2946
1304.0,0.2932
1308.0,0.2893
1312.0,0.2831
1316.0,0.2747
1320.0,0.2644
1324.0,0.2525
1328.0,0.2392
1332.0,0.2249
1336.0,0.2099
1340.0,0.1947
1344.0,0.1794
1348.0,0.1644
1352.0,0.1499
1356.0,0.1362
1360.0,0.1234
1364.0,0.1116
1368.0,0.1008
1372.0,0.0912
1376.0,0.0826
1380.0,0.0752
1384.0,0.0687
1388.0,0.0632
1392.0,0.0586
1396.0,0.0547
1400.0,0.0514
1404.0,0.0488
1408.0,0.0466
1412.0,0.0448
1416.0,0.0434
1420.0,0.0423
1424.0,0.0414
1428.0,0.0406
1432.0,0.04
1436.0,0.0395
1440.0,0.0391
1444.0,0.0387
1448.0,0.0384
1452.0,0.0381
1456.0,0.0378
1460.0,0.0376
1464.0,0.0374
1468.0,0.0371
1472.0,0.0369
1476.0,0.0367
1480.0,0.0365
1484.0,0.0362
1488.0,0.036
1492.0,0.0358
1496.0,0.0356
1500.0,-0.0619
1504.0,0.0774
1508.0,0.3628
1512.0,0.7422
1516.0,1.0892
1520.0,1.2336
1524.0,1.0929
1528.0,0.7616
1532.0,0.4231
1536.0,0.1957
1540.0,0.0858
1544.0,0.0462
1548.0,0.0352
1552.0,0.0328
1556.0,0.0322
1560.0,0.0319
1564.0,0.0316
1568.0,0.0314
1572.0,0.0311
1576.0,0.0309
1580.0,0.0306
1584.0,0.0304
1588.0,0.0301
1592.0,0.0299
1596.0,0.0296
1600.0,0.0294
1604.0,0.0291
1608.0,0.0289
1612.0,0.0286
1616.0,0.0284
1620.0,0.0281
1624.0,0.0279
1628.0,0.0276
1632.0,0.0274
1636.0,0.0271
1640.0,0.0269
1644.0,0.0267
1648.0,0.0264
1652.0,0.0263
1656.0,0.0261
1660.0,0.026
1664.0,0.026
1668.0,0.026
1672.0,0.0261
1676.0,0.0264
1680.0,0.0269
1684.0,0.0275
1688.0,0.0285
1692.0,0.0298
1696.0,0.0315
1700.0,0.0337
1704.0,0.0365
1708.0,0.0399
1712.0,0.0441
1716.0,0.0491
1720.0,0.0551
1724.0,0.0621
1728.0,0.0702
1732.0,0.0794
1736.0,0.0897
1740.0,0.101
1744.0,0.1134
1748.0,0.1267
1752.0,0.1407
1756.0,0.1552
1760.0,0.17
1764.0,0.1849
1768.0,0.1994
1772.0,0.2132
1776.0,0.226
1780.0,0.2376
1784.0,0.2474
1788.0,0.2553
1792.0,0.2611
1796.0,0.2645
1800.0,0.2655
1804.0,0.2639
1808.0,0.2599
1812.0,0.2536
1816.0,0.245
1820.0,0.2346
1824.0,0.2225
1828.0,0.209
1832.0,0.1946
1836.0,0.1795
1840.0,0.1641
1844.0,0.1486
1848.0,0.1335
1852.0,0.1189
1856.0,0.105
1860.0,0.0921
1864.0,0.0801
1868.0,0.0692
1872.0,0.0595
1876.0,0.0508
1880.0,0.0432
1884.0,0.0366
1888.0,0.031
1892.0,0.0262
1896.0,0.0222
1900.0,0.0188
1904.0,0.016
1908.0,0.0137
1912.0,0.0118
1916.0,0.0103
1920.0,0.009
1924.0,0.008
1928.0,0.0071
1932.0,0.0064
1936.0,0.0058
1940.0,0.0053
1944.0,0.0048
1948.0,0.0043
1952.0,0.0039
1956.0,0.0036
1960.0,0.0032
1964.0,0.0029
1968.0,0.0025
1972.0,0.0022
1976.0,0.0019
1980.0,0.0016
1984.0,0.0013
1988.0,0.0009
1992.0,0.0006
1996.0,0.0003
2000.0,-0.0973
2004.0,0.042
2008.0,0.3273
2012.0,0.7066
2016.0,1.0535
2020.0,1.1978
2024.0,1.0571
2028.0,0.7256
2032.0,0.3871
2036.0,0.1596
2040.0,0.0496
2044.0,0.0099
2048.0,-0.0011
2052.0,-0.0037
2056.0,-0.0043
2060.0,-0.0047
2064.0,-0.005
2068.0,-0.0053
2072.0,-0.0056
2076.0,-0.006
2080.0,-0.0063
2084.0,-0.0066
2088.0,-0.0069
2092.0,-0.0072
2096.0,-0.0075
2100.0,-0.0078
2104.0,-0.0081
2108.0,-0.0084
2112.0,-0.0087
2116.0,-0.0091
2120.0,-0.0094
2124.0,-0.0097
2128.0,-0.01
2132.0,-0.0103
2136.0,-0.0105
2140.0,-0.0108
2144.0,-0.0111
2148.0,-0.0113
2152.0,-0.0116
2156.0,-0.0117
2160.0,-0.0119
2164.0,-0.012
2168.0,-0.012
2172.0,-0.0119
2176.0,-0.0116
2180.0,-0.0112
2184.0,-0.0105
2188.0,-0.0096
2192.0,-0.0083
2196.0,-0.0066
2200.0,-0.0045
2204.0,-0.0017
2208.0,0.0017
2212.0,0.0059
2216.0,0.0109
2220.0,0.0169
2224.0,0.0239
2228.0,0.0319
2232.0,0.0411
2236.0,0.0514
2240.0,0.0628
2244.0,0.0751
2248.0,0.0884
2252.0,0.1024
2256.0,0.1169
2260.0,0.1318
2264.0,0.1466
2268.0,0.1611
2272.0,0.175
2276.0,0.1878
2280.0,0.1993
2284.0,0.2092
2288.0,0.2171
2292.0,0.2229
2296.0,0.2263
2300.0,0.2273
2304.0,0.2258
2308.0,0.2218
2312.0,0.2155
2316.0,0.207
2320.0,0.1965
2324.0,0.1845
2328.0,0.171
2332.0,0.1566
2336.0,0.1416
2340.0,0.1262
2344.0,0.1108
2348.0,0.0957
2352.0,0.0811
2356.0,0.0673
2360.0,0.0544
2364.0,0.0425
2368.0,0.0316
2372.0,0.0219
2376.0,0.0133
2380.0,0.0057
2384.0,-0.0008
2388.0,-0.0064
2392.0,-0.0111
2396.0,-0.0151
2400.0,-0.0184
2404.0,-0.0211
2408.0,-0.0234
2412.0,-0.0252
2416.0,-0.0267
2420.0,-0.0279
2424.0,-0.0288
2428.0,-0.0296
2432.0,-0.0303
2436.0,-0.0309
2440.0,-0.0313
2444.0,-0.0317
2448.0,-0.0321
2452.0,-0.0324
2456.0,-0.0327
2460.0,-0.033
2464.0,-0.0332
2468.0,-0.0335
2472.0,-0.0337
2476.0,-0.034
2480.0,-0.0342
2484.0,-0.0344
2488.0,-0.0347
2492.0,-0.0349
2496.0,-0.0351
2500.0,-0.1326
2504.0,0.0067
2508.0,0.2921
2512.0,0.6715
2516.0,1.0185
2520.0,1.163
2524.0,1.0223
2528.0,0.691
2532.0,0.3525
2536.0,0.1251
2540.0,0.0152
2544.0,-0.0244
2548.0,-0.0353
2552.0,-0.0377
2556.0,-0.0383
2560.0,-0.0385
2564.0,-0.0387
2568.0,-0.0389
2572.0,-0.0391
2576.0,-0.0393
2580.0,-0.0395
2584.0,-0.0397
2588.0,-0.0399
2592.0,-0.0401
2596.0,-0.0403
2600.0,-0.0404
2604.0,-0.0406
2608.0,-0.0408
2612.0,-0.041
2616.0,-0.0412
2620.0,-0.0413
2624.0,-0.0415
2628.0,-0.0417
2632.0,-0.0418
2636.0,-0.042
2640.0,-0.0421
2644.0,-0.0423
2648.0,-0.0424
2652.0,-0.0424
2656.0,-0.0425
2660.0,-0.0425
2664.0,-0.0424
2668.0,-0.0423
2672.0,-0.042
2676.0,-0.0416
2680.0,-0.041
2684.0,-0.0402
2688.0,-0.0392
2692.0,-0.0377
2696.0,-0.0359
2700.0,-0.0336
2704.0,-0.0307
2708.0,-0.0271
2712.0,-0.0227
2716.0,-0.0175
2720.0,-0.0114
2724.0,-0.0043
2728.0,0.004
2732.0,0.0133
2736.0,0.0237
2740.0,0.0353
2744.0,0.0478
2748.0,0.0613
2752.0,0.0754
2756.0,0.0901
2760.0,0.1051
2764.0,0.1201
2768.0,0.1348
2772.0,0.1488
2776.0,0.1619
2780.0,0.1736
2784.0,0.1836
2788.0,0.1917
2792.0,0.1977
2796.0,0.2013
2800.0,0.2024
2804.0,0.2011
2808.0,0.1973
2812.0,0.1912
2816.0,0.1829
2820.0,0.1726
2824.0,0.1607
2828.0,0.1475
2832.0,0.1333
2836.0,0.1184
2840.0,0.1032
2844.0,0.088
2848.0,0.0731
2852.0,0.0587
2856.0,0.0451
2860.0,0.0324
2864.0,0.0206
2868.0,0.01
2872.0,0.0005
2876.0,-0.0079
2880.0,-0.0153
2884.0,-0.0216
2888.0,-0.027
2892.0,-0.0315
2896.0,-0.0353
2900.0,-0.0384
2904.0,-0.0409
2908.0,-0.0429
2912.0,-0.0446
2916.0,-0.0458
2920.0,-0.0468
2924.0,-0.0476
2928.0,-0.0482
2932.0,-0.0486
2936.0,-0.049
2940.0,-0.0492
2944.0,-0.0494
2948.0,-0.0496
2952.0,-0.0497
2956.0,-0.0498
2960.0,-0.0498
2964.0,-0.0499
2968.0,-0.0499
2972.0,-0.0499
2976.0,-0.0499
2980.0,-0.05
2984.0,-0.05
2988.0,-0.05
2992.0,-0.05
2996.0,-0.05
3000.0,-0.1473
3004.0,-0.0077
3008.0,0.2779
3012.0,0.6575
3016.0,1.0047
3020.0,1.1494
3024.0,1.009
3028.0,0.6779
3032.0,0.3396
3036.0,0.1125
3040.0,0.0028
3044.0,-0.0365
3048.0,-0.0472
3052.0,-0.0494
3056.0,-0.0498
3060.0,-0.0498
3064.0,-0.0497
3068.0,-0.0497
3072.0,-0.0497
3076.0,-0.0496
3080.0,-0.0496
3084.0,-0.0496
3088.0,-0.0495
3092.0,-0.0495
3096.0,-0.0494
3100.0,-0.0494
3104.0,-0.0493
3108.0,-0.0493
3112.0,-0.0492
3116.0,-0.0492
3120.0,-0.0491
3124.0,-0.049
3128.0,-0.049
3132.0,-0.0489
3136.0,-0.0488
3140.0,-0.0487
3144.0,-0.0486
3148.0,-0.0485
3152.0,-0.0483
3156.0,-0.0481
3160.0,-0.0479
3164.0,-0.0476
3168.0,-0.0472
3172.0,-0.0467
3176.0,-0.0461
3180.0,-0.0452
3184.0,-0.0442
3188.0,-0.0429
3192.0,-0.0412
3196.0,-0.0391
3200.0,-0.0366
3204.0,-0.0334
3208.0,-0.0296
3212.0,-0.025
3216.0,-0.0196
3220.0,-0.0132
3224.0,-0.0058
3228.0,0.0026
3232.0,0.0122
3236.0,0.0229
3240.0,0.0347
3244.0,0.0475
3248.0,0.0611
3252.0,0.0756
3256.0,0.0905
3260.0,0.1057
3264.0,0.121
3268.0,0.1359
3272.0,0.1502
3276.0,0.1634
3280.0,0.1754
3284.0,0.1857
3288.0,0.194
3292.0,0.2002
3296.0,0.2041
3300.0,0.2054
3304.0,0.2043
3308.0,0.2008
3312.0,0.1949
3316.0,0.1868
3320.0,0.1768
3324.0,0.1652
3328.0,0.1522
3332.0,0.1382
3336.0,0.1235
3340.0,0.1086
3344.0,0.0936
3348.0,0.079
3352.0,0.0648
3356.0,0.0514
3360.0,0.0389
3364.0,0.0275
3368.0,0.0171
3372.0,0.0078
3376.0,-0.0004
3380.0,-0.0075
3384.0,-0.0136
3388.0,-0.0188
3392.0,-0.0231
3396.0,-0.0266
3400.0,-0.0295
3404.0,-0.0318
3408.0,-0.0335
3412.0,-0.0349
3416.0,-0.036
3420.0,-0.0367
3424.0,-0.0373
3428.0,-0.0376
3432.0,-0.0378
3436.0,-0.038
3440.0,-0.038
3444.0,-0.0379
3448.0,-0.0379
3452.0,-0.0377
3456.0,-0.0376
3460.0,-0.0374
3464.0,-0.0372
3468.0,-0.0371
3472.0,-0.0369
3476.0,-0.0366
3480.0,-0.0364
3484.0,-0.0362
3488.0,-0.036
3492.0,-0.0358
3496.0,-0.0356
3500.0,-0.1326
3504.0,0.0072
3508.0,0.293
3512.0,0.6729
3516.0,1.0203
3520.0,1.1652
3524.0,1.0249
3528.0,0.6941
3532.0,0.356
3536.0,0.1291
3540.0,0.0197
3544.0,-0.0195
3548.0,-0.03
3552.0,-0.032
3556.0,-0.0321
3560.0,-0.0319
3564.0,-0.0316
3568.0,-0.0314
3572.0,-0.0311
3576.0,-0.0309
3580.0,-0.0306
3584.0,-0.0304
3588.0,-0.0301
3592.0,-0.0299
3596.0,-0.0296
3600.0,-0.0294
3604.0,-0.0291
3608.0,-0.0289
3612.0,-0.0286
3616.0,-0.0284
3620.0,-0.0281
3624.0,-0.0278
3628.0,-0.0276
3632.0,-0.0273
3636.0,-0.027
3640.0,-0.0267
3644.0,-0.0264
3648.0,-0.0261
3652.0,-0.0257
3656.0,-0.0253
3660.0,-0.0249
3664.0,-0.0244
3668.0,-0.0238
3672.0,-0.0231
3676.0,-0.0223
3680.0,-0.0213
3684.0,-0.0201
3688.0,-0.0186
3692.0,-0.0167
3696.0,-0.0145
3700.0,-0.0117
3704.0,-0.0084
3708.0,-0.0044
3712.0,0.0004
3716.0,0.006
3720.0,0.0125
3724.0,0.0201
3728.0,0.0288
3732.0,0.0385
3736.0,0.0494
3740.0,0.0613
3744.0,0.0743
3748.0,0.0881
3752.0,0.1027
3756.0,0.1178
3760.0,0.1332
3764.0,0.1486
3768.0,0.1637
3772.0,0.1781
3776.0,0.1916
3780.0,0.2037
3784.0,0.2141
3788.0,0.2227
3792.0,0.229
3796.0,0.233
3800.0,0.2345
3804.0,0.2336
3808.0,0.2302
3812.0,0.2244
3816.0,0.2165
3820.0,0.2067
3824.0,0.1952
3828.0,0.1823
3832.0,0.1685
3836.0,0.154
3840.0,0.1392
3844.0,0.1244
3848.0,0.1099
3852.0,0.0959
3856.0,0.0826
3860.0,0.0703
3864.0,0.0589
3868.0,0.0486
3872.0,0.0395
3876.0,0.0314
3880.0,0.0245
3884.0,0.0185
3888.0,0.0135
3892.0,0.0093
3896.0,0.0059
3900.0,0.0032
3904.0,0.001
3908.0,-0.0007
3912.0,-0.0019
3916.0,-0.0028
3920.0,-0.0035
3924.0,-0.0039
3928.0,-0.0041
3932.0,-0.0043
3936.0,-0.0042
3940.0,-0.0042
3944.0,-0.004
3948.0,-0.0038
3952.0,-0.0036
3956.0,-0.0033
3960.0,-0.0031
3964.0,-0.0028
3968.0,-0.0025
3972.0,-0.0022
3976.0,-0.0019
3980.0,-0.0016
3984.0,-0.0013
3988.0,-0.0009
3992.0,-0.0006
3996.0,-0.0003
4000.0,-0.0973
4004.0,0.0426
4008.0,0.3285
4012.0,0.7085
4016.0,1.056
4020.0,1.201
4024.0,1.0608
4028.0,0.73
4032.0,0.3921
4036.0,0.1652
4040.0,0.0559
4044.0,0.0168
4048.0,0.0064
4052.0,0.0045
4056.0,0.0044
4060.0,0.0047
4064.0,0.005
4068.0,0.0053
4072.0,0.0056
4076.0,0.006
4080.0,0.0063
4084.0,0.0066
4088.0,0.0069
4092.0,0.0072
4096.0,0.0075
4100.0,0.0078
4104.0,0.0081
4108.0,0.0084
4112.0,0.0088
4116.0,0.0091
4120.0,0.0094
4124.0,0.0097
4128.0,0.01
4132.0,0.0103
4136.0,0.0107
4140.0,0.011
4144.0,0.0113
4148.0,0.0117
4152.0,0.0121
4156.0,0.0125
4160.0,0.013
4164.0,0.0135
4168.0,0.0141
4172.0,0.0148
4176.0,0.0157
4180.0,0.0167
4184.0,0.018
4188.0,0.0195
4192.0,0.0214
4196.0,0.0237
4200.0,0.0264
4204.0,0.0298
4208.0,0.0338
4212.0,0.0386
4216.0,0.0442
4220.0,0.0508
4224.0,0.0584
4228.0,0.067
4232.0,0.0768
4236.0,0.0876
4240.0,0.0996
4244.0,0.1125
4248.0,0.1264
4252.0,0.141
4256.0,0.1561
4260.0,0.1715
4264.0,0.1869
4268.0,0.202
4272.0,0.2164
4276.0,0.2298
4280.0,0.2419
4284.0,0.2524
4288.0,0.2609
4292.0,0.2672
4296.0,0.2712
4300.0,0.2727
4304.0,0.2717
4308.0,0.2683
4312.0,0.2625
4316.0,0.2546
4320.0,0.2447
4324.0,0.2332
4328.0,0.2203
4332.0,0.2064
4336.0,0.1919
4340.0,0.1771
4344.0,0.1622
4348.0,0.1477
4352.0,0.1336
4356.0,0.1204
4360.0,0.108
4364.0,0.0966
4368.0,0.0863
4372.0,0.0771
4376.0,0.069
4380.0,0.0619
4384.0,0.0559
4388.0,0.0509
4392.0,0.0466
4396.0,0.0432
4400.0,0.0404
4404.0,0.0382
4408.0,0.0364
4412.0,0.0351
4416.0,0.0341
4420.0,0.0334
4424.0,0.0329
4428.0,0.0326
4432.0,0.0325
4436.0,0.0324
4440.0,0.0324
4444.0,0.0325
4448.0,0.0326
4452.0,0.0328
4456.0,0.033
4460.0,0.0331
4464.0,0.0334
4468.0,0.0336
4472.0,0.0338
4476.0,0.034
4480.0,0.0342
4484.0,0.0345
4488.0,0.0347
4492.0,0.0349
4496.0,0.0351
4500.0,-0.0619
4504.0,0.0779
4508.0,0.3637
4512.0,0.7436
4516.0,1.0909
4520.0,1.2359
4524.0,1.0956
4528.0,0.7647
4532.0,0.4267
4536.0,0.1997
4540.0,0.0902
4544.0,0.051
4548.0,0.0405
4552.0,0.0385
4556.0,0.0384
4560.0,0.0385
4564.0,0.0387
4568.0,0.0389
4572.0,0.0391
4576.0,0.0393
4580.0,0.0395
4584.0,0.0397
4588.0,0.0399
4592.0,0.0401
4596.0,0.0403
4600.0,0.0405
4604.0,0.0406
4608.0,0.0408
4612.0,0.041
4616.0,0.0412
4620.0,0.0414
4624.0,0.0415
4628.0,0.0417
4632.0,0.0419
4636.0,0.0421
4640.0,0.0423
4644.0,0.0425
4648.0,0.0427
4652.0,0.043
4656.0,0.0433
4660.0,0.0436
4664.0,0.044
4668.0,0.0444
4672.0,0.045
4676.0,0.0457
4680.0,0.0466
4684.0,0.0477
4688.0,0.0491
4692.0,0.0508
4696.0,0.0529
4700.0,0.0555
4704.0,0.0587
4708.0,0.0626
4712.0,0.0672
4716.0,0.0727
4720.0,0.0791
4724.0,0.0865
4728.0,0.095
4732.0,0.1046
4736.0,0.1153
4740.0,0.1271
4744.0,0.1398
4748.0,0.1535
4752.0,0.1679
4756.0,0.1829
4760.0,0.1981
4764.0,0.2133
4768.0,0.2283
4772.0,0.2425
4776.0,0.2558
4780.0,0.2677
4784.0,0.2779
4788.0,0.2863
4792.0,0.2924
4796.0,0.2962
4800.0,0.2976
4804.0,0.2964
4808.0,0.2928
4812.0,0.2868
4816.0,0.2787
4820.0,0.2686
4824.0,0.2569
4828.0,0.2439
4832.0,0.2298
4836.0,0.2151
4840.0,0.2001
4844.0,0.185
4848.0,0.1703
4852.0,0.156
4856.0,0.1426
4860.0,0.13
4864.0,0.1184
4868.0,0.1079
4872.0,0.0985
4876.0,0.0902
4880.0,0.0829
4884.0,0.0767
4888.0,0.0715
4892.0,0.067
4896.0,0.0634
4900.0,0.0604
4904.0,0.0579
4908.0,0.056
4912.0,0.0545
4916.0,0.0533
4920.0,0.0524
4924.0,0.0517
4928.0,0.0512
4932.0,0.0508
4936.0,0.0505
4940.0,0.0503
4944.0,0.0502
4948.0,0.0501
4952.0,0.05
4956.0,0.05
4960.0,0.05
4964.0,0.05
4968.0,0.05
4972.0,0.05
4976.0,0.05
4980.0,0.05
4984.0,0.05
4988.0,0.05
4992.0,0.05
4996.0,0.05
5000.0,-0.0473
5004.0,0.0923
5008.0,0.3779
5012.0,0.7575
5016.0,1.1047
5020.0,1.2494
5024.0,1.1089
5028.0,0.7778
5032.0,0.4395
5036.0,0.2123
5040.0,0.1026
5044.0,0.0632
5048.0,0.0525
5052.0,0.0502
5056.0,0.0499
5060.0,0.0498
5064.0,0.0497
5068.0,0.0497
5072.0,0.0497
5076.0,0.0496
5080.0,0.0496
5084.0,0.0496
5088.0,0.0495
5092.0,0.0495
5096.0,0.0494
5100.0,0.0494
5104.0,0.0493
5108.0,0.0493
5112.0,0.0492
5116.0,0.0492
5120.0,0.0491
5124.0,0.0491
5128.0,0.049
5132.0,0.049
5136.0,0.0489
5140.0,0.0489
5144.0,0.0489
5148.0,0.0488
5152.0,0.0488
5156.0,0.0489
5160.0,0.049
5164.0,0.0491
5168.0,0.0493
5172.0,0.0497
5176.0,0.0501
5180.0,0.0508
5184.0,0.0517
5188.0,0.0528
5192.0,0.0543
5196.0,0.0562
5200.0,0.0585
5204.0,0.0615
5208.0,0.0651
5212.0,0.0695
5216.0,0.0747
5220.0,0.0809
5224.0,0.0881
5228.0,0.0963
5232.0,0.1057
5236.0,0.1161
5240.0,0.1277
5244.0,0.1402
5248.0,0.1536
5252.0,0.1678
5256.0,0.1825
5260.0,0.1975
5264.0,0.2125
5268.0,0.2272
5272.0,0.2412
5276.0,0.2542
5280.0,0.2659
5284.0,0.2759
5288.0,0.284
5292.0,0.2899
5296.0,0.2934
5300.0,0.2946
5304.0,0.2932
5308.0,0.2893
5312.0,0.2831
5316.0,0.2747
5320.0,0.2644
5324.0,0.2525
5328.0,0.2392
5332.0,0.2249
5336.0,0.2099
5340.0,0.1947
5344.0,0.1794
5348.0,0.1644
5352.0,0.1499
5356.0,0.1362
5360.0,0.1234
5364.0,0.1116
5368.0,0.1008
5372.0,0.0912
5376.0,0.0826
5380.0,0.0752
5384.0,0.0687
5388.0,0.0632
5392.0,0.0586
5396.0,0.0547
5400.0,0.0514
5404.0,0.0488
5408.0,0.0466
5412.0,0.0448
5416.0,0.0434
5420.0,0.0423
5424.0,0.0414
5428.0,0.0406
5432.0,0.04
5436.0,0.0395
5440.0,0.0391
5444.0,0.0387
5448.0,0.0384
5452.0,0.0381
5456.0,0.0378
5460.0,0.0376
5464.0,0.0374
5468.0,0.0371
5472.0,0.0369
5476.0,0.0367
5480.0,0.0365
5484.0,0.0362
5488.0,0.036
5492.0,0.0358
5496.0,0.0356
5500.0,-0.0619
5504.0,0.0774
5508.0,0.3628
5512.0,0.7422
5516.0,1.0892
5520.0,1.2336
5524.0,1.0929
5528.0,0.7616
5532.0,0.4231
5536.0,0.1957
5540.0,0.0858
5544.0,0.0462
5548.0,0.0352
5552.0,0.0328
5556.0,0.0322
5560.0,0.0319
5564.0,0.0316
5568.0,0.0314
5572.0,0.0311
5576.0,0.0309
5580.0,0.0306
5584.0,0.0304
5588.0,0.0301
5592.0,0.0299
5596.0,0.0296
5600.0,0.0294
5604.0,0.0291
5608.0,0.0289
5612.0,0.0286
5616.0,0.0284
5620.0,0.0281
5624.0,0.0279
